PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
35579236,Global changes in diffusion tensor imaging during acute ischemic stroke and post-stroke cognitive performance,humans,Ischemic stroke;Transient ischemic attack,diffusion MRI,Global,,single study,FW;MD;MD tissue;FA;FA tissue,,,increase,"Do acute global DTI measures predict post-stroke cognitive performance (T-MoCA at 30 and 90 days)?;Can DTI detect acute, global effects of stroke (acute vs 24 hours vs 30 days)?",yes,yes,no,
33263494,The role of diffusion tensor imaging in idiopathic normal pressure hydrocephalus: A literature review,humans,Parkinson's disease;Idiopathic normal pressure hydrocephalus;Alzheimer's disease,diffusion MRI;Anatomical MRI,,,review,,,correlation,no mention,idiopathic normal pressure hydrocephalus patients vs Parkinson's disease patients;role of DTI in idiopathic normal pressure hydrocephalus;idiopathic normal pressure hydrocephalus patients vs Alzheimer's disease patients,yes,yes,yes,Parkinson Disease;Idiopathic Normal Pressure Hydrocephalus;Alzheimers Disease
38463962,Lifespan reference curves for harmonizing multi-site regional brain white matter metrics from diffusion MRI,humans,ApoE4 carriers;Healthy controls,diffusion MRI;DTI,,ComBat-GAM;ENIGMA-DTI;eHarmonize,single study,FA,,harmonization;test-retest validation;association analysis,no mention,Effect of ApoE4 on FA across the lifespan (ApoE4 carriers vs non-carriers);Harmonize multi-site dMRI white matter metrics across the lifespan,yes,yes,no,
38433018,SPAK inhibitor ZT-1a attenuates reactive astrogliosis and oligodendrocyte degeneration in a mouse model of vascular dementia,mice,,diffusion MRI;Anatomical MRI,,,single study,,,,decrease;increase,BCAS mice treated with ZT-1a vs BCAS vehicle-treated mice;BCAS (vascular dementia model) vs sham,yes,no,yes,Vascular Dementia;Vascular Cognitive Impairment and Dementia
22669012,An official website of the United States government Heres how you know,humans,APOE4 carriers;Healthy controls;Alzheimer's disease,diffusion MRI;fMRI;Anatomical MRI,,,review,,,,no mention,APOE4 genotype-dependent physiological changes vs healthy aging,yes,yes,yes,Alzheimers Disease
28045213,Longitudinal Diffusion Changes in Prodromal and Early HD: Evidence of White-Matter Tract Deterioration,humans,prodromal HD (pre-HD);Early Huntington's disease;Healthy controls,diffusion weighted MRI,,,single study,,,,decrease,prodromal HD (pre-HD) vs healthy controls,no,yes,no,
19730350,Frontostriatal fiber bundle compromise in HIV infection without dementia,humans,AIDS;HIV infection;Healthy controls,diffusion MRI,Fornix;Pontocerebellar Tract;Superior Longitudinal Fasciculus;Corpus Callosum;External Capsule;Cingulum Bundle;Internal Capsule;Occipital Forceps,,single study,FA;AD;RD,,,decrease,HIV-infected individuals vs healthy controls,yes,yes,no,
38108353,Interaction Between a High-Fat Diet and Tau Pathology in Mice: Implications for Alzheimers Disease,mice,Wild-type mice on high-fat diet;P301S Tau transgenic mice on regular diet;Wild-type mice on regular diet;P301S Tau transgenic mice on high-fat diet,diffusion MRI;fMRI,,,single study,,,,decrease,Interaction between high-fat diet and tau pathology;High-fat diet vs regular diet in P301S Tau transgenic and wild-type mice,yes,no,no,Alzheimers Disease
24706734,The Corticospinal Tract in Huntingtons Disease,humans,Huntingtons disease;Pre-HD;Healthy controls,diffusion MRI;Anatomical MRI,Corticospinal Tract,,single study,FA;AD;RD,,correlation,decrease;increase,Huntingtons disease patients vs Healthy controls;Association of CAG repeat length and age with CST diffusion measures;Pre-HD subjects vs Healthy controls;Association of UHDRS motor assessment with CST diffusion measures,yes,yes,no,
28336929,Developmental Whole Brain White Matter Alterations in Transgenic Huntingtons Disease Monkey,monkeys,Transgenic Huntington's disease monkey,diffusion MRI;DTI,,TBSS,single study,,,,decrease,Longitudinal white matter development in transgenic Huntington's disease monkeys (6-48 months),yes,no,no,
32383552,Genetic risk for Alzheimer disease in children: Evidence from early-life IQ and brain white-matter microstructure,humans,children,diffusion MRI;DTI,,,single study,FA,,regression,decrease,Association of genetic risk for late-onset Alzheimer disease with IQ and cerebral white-matter microstructure in children,yes,yes,yes,Alzheimers Disease
24109737,,humans,Dementia patients;Healthy controls,diffusion MRI;Proton MR Spectroscopy,Fornix;Uncinate Fasciculus,,single study,,,correlation,decrease,Correlation between DTI parameters of uncinate fasciculus and fornix and 1 H-MRS in healthy controls,yes,yes,no,
26756590,Longitudinal Diffusion Tensor Imaging Shows Progressive Changes in White Matter in Huntingtons Disease,humans,Huntington's disease;Healthy controls,Diffusion Tensor Imaging (DTI);diffusion MRI,Corpus Callosum - Genu;Corona Radiata;Internal Capsule;Corpus Callosum;body of corpus callosum,,single study,FA;AD;RD,,correlation,decrease;increase,early-stage Huntington's disease patients vs controls,yes,yes,no,
28266655,Intact sensory-motor network structure and function in far from onset premanifest Huntingtons disease,humans,premanifest Huntingtons disease (far from onset);Healthy controls,diffusion MRI;fMRI;Anatomical MRI,,,single study,,,,no mention,far from onset premanifest Huntingtons disease vs healthy controls,yes,yes,no,
19332141,In vivo evidence for the selective subcortical degeneration in Huntingtons disease,,Huntingtons disease,diffusion MRI,,,single study,FA;MD,,,decrease,selective subcortical degeneration in Huntingtons disease,yes,no,no,
19850138,Altered White Matter Microstructure in the Corpus Callosum in Huntingtons Disease: implications for cortical disconnection,humans,Huntington's disease;Huntingtin gene-carriers;Healthy controls,diffusion MRI;Anatomical MRI,Corpus Callosum,,single study,FA;AD;RD,,correlation,decrease,Huntingtin gene-carriers vs healthy controls;Huntington's disease patients vs healthy controls,yes,yes,no,
19320010,Longitudinal Diffusion Tensor Imaging in Huntingtons Disease,humans,Healthy controls;Huntingtons Disease,diffusion MRI,,,single study,FA;AD;RD,,,decrease;increase,Huntingtons Disease gene mutation individuals vs Healthy controls,yes,yes,no,
18056161,White matter connections reflect changes in voluntary-guided saccades in pre-symptomatic Huntingtons disease,humans,Healthy controls;pre-symptomatic gene carriers (PSCs),diffusion MRI,Corpus Callosum,,single study,FA,,correlation;support vector machine,decrease,pre-symptomatic gene carriers vs healthy controls,yes,yes,no,
21264990,Early Changes in White Matter Pathways of the Sensorimotor Cortex in Premanifest Huntingtons Disease,humans,premanifest gene carriers;Early Huntington's disease;Healthy controls,diffusion MRI;Anatomical MRI,Corpus Callosum,,single study,MD,,correlation,decrease,premanifest gene carriers vs healthy controls;early Huntington's disease vs healthy controls,yes,yes,no,
24019913,Tractography of the Corpus Callosum in Huntingtons Disease,humans,healthy control subjects;HD patients;presymptomatic HD (Pre-HD) subjects,Diffusion Tensor Imaging (DTI);Anatomical MRI,Corpus Callosum,TrackVis,single study,FA;RD,,correlation,decrease;increase,presymptomatic HD vs healthy controls;HD patients vs healthy controls;correlation of callosal FA and RD with CAG repeat length and motor/cognitive assessments,yes,yes,no,
20488902,Regional Distribution and Clinical Correlates of White Matter Structural Damage in Huntington Disease: A Tract-Based Spatial Statistics Study,humans,Healthy controls;Huntington's disease gene carriers,diffusion MRI;Anatomical MRI,Fornix;Corona Radiata;Inferior Fronto-Occipital Fasciculus;Corpus Callosum - Splenium;Corpus Callosum;Cerebral Peduncle;Extreme Capsule;External Capsule;Internal Capsule;Inferior Longitudinal Fasciculus,,single study,FA;MD,,correlation,decrease;increase,Huntington's disease gene carriers vs healthy controls;Correlation of white matter measures with motor and cognitive dysfunction and disease duration,yes,yes,no,
16755582,Diffusion Tensor Imaging in Presymptomatic and Early Huntingtons Disease: Selective White Matter Pathology and Its Relationship to Clinical Measures,humans,Presymptomatic HD (Pre-HD);Early Huntington's disease (HD);Healthy controls,diffusion MRI,posterior limb of internal capsule;Internal Capsule;Pyramidal Tract;Corpus Callosum,,single study,,,t-test;correlation,no mention,Presymptomatic and early Huntington's disease vs healthy controls,yes,yes,no,
15589514,Detection of age-dependent brain injury in a mouse model of brain amyloidosis associated with Alzheimers disease using magnetic resonance diffusion tensor imaging,mice,APPsw transgenic mice (Tg2576);age-matched control mice,diffusion MRI;DTI,,,single study,Tr(D);k 8;k t,,,decrease;increase,"APPsw transgenic mice vs age-matched control mice across ages (8, 12, 16, 18 months)",yes,no,yes,Alzheimers Disease
30771034,Detection of axonal degeneration in a mouse model of Huntingtons disease: comparison between diffusion tensor imaging and anomalous diffusion metrics,mice,R62 mice;controls,diffusion weighted MRI;diffusion MRI;DTI,,,single study,FA;AD;RD,,,decrease;increase,R62 mice vs controls,yes,no,no,
33765430,Neurobiology of Aging,mice,,Ultra-high field MRI;diffusion MRI;diffusion tensor imaging (DTI);NODDI,,,single study,FA;ICVF;IsoVF;ODI,,,decrease,Evaluate whether early dMRI microstructural changes are linked to cellular biomarkers of neuroinflammation;Detect early microstructural changes in Huntington's disease using combined ultra-high field diffusion MRI techniques,yes,no,no,
15056472,Diffusion tensor imaging detects age-dependent white matter changes in a transgenic mouse model with amyloid deposition,mice,young control mice;young PDAPP mice;old PDAPP mice;old control mice,diffusion MRI,,,single study,,,,decrease,old PDAPP mice vs old control mice;young PDAPP mice vs young control mice;age-dependent white matter changes in PDAPP mice (young vs old),yes,no,no,Alzheimers Disease
29545212,"T 1 , diffusion tensor, and quantitative magnetization transfer imaging of the hippocampus in an Alzheimers disease mouse model",mice,,diffusion tensor imaging;T1-weighted MRI;diffusion MRI;Quantitative Magnetization Transfer Imaging,,,single study,,,,no mention,"Whether T1, DTI, and qMTI metrics can detect hippocampal and surrounding white matter changes in a transgenic Alzheimer's disease mouse model",yes,no,yes,Alzheimers Disease
23877934,Voxel-Based Diffusion Tensor Imaging of an APPPS1 Mouse Model of Alzheimers Disease,mice,APPPS1 mice;WT controls,diffusion MRI,,,single study,FA;MD;AD;RD,,,increase,APPPS1 mice vs WT controls,yes,no,yes,Alzheimers Disease
31472250,Neurite Orientation Dispersion and Density Imaging Reveals White Matter and Hippocampal Microstructure Changes Produced by Interleukin-6 in the TgCRND8 Mouse Model of Amyloidosis,mice,non-transgenic (nTg) mice EGFP controls;TgCRND8 mice expressing IL6;TgCRND8 mice EGFP controls;non-transgenic (nTg) mice expressing IL6,diffusion MRI,,,single study,FA;MD;NDI;ODI,,,no mention,Effects of Aβ and IL6 on tissue microstructure in TgCRND8 mice vs non-transgenic (nTg) mice; IL6 expression vs EGFP controls,yes,no,yes,Alzheimers Disease
30077647,"Multifaceted assessment of the APPPS1 mouse model for Alzheimers disease: Applying MRS, DTI, and ASL",mice,APPPS1 mouse model of Alzheimers disease,MRS;ASL;DTI,,,single study,,,,no mention,"Characterization of the APPPS1 mouse model for Alzheimers disease using ASL, DTI, and MRS",yes,no,yes,Alzheimers Disease
33975312,Diffusion Tensor Imaging Reveals Whole-Brain Microstructural Changes in the P301L Mouse Model of Tauopathy,mice,Non-transgenic littermates;Homozygous P301L mice;Hemizygous P301L mice,diffusion MRI;DTI,,SPM Mouse toolbox;SPM8,single study,FA;MD;AD;RD,Allen mouse brain atlas,atlas-based analysis;voxel-based analysis,,P301L mice (hemizygous and homozygous) vs non-transgenic littermates,yes,no,no,
34455171,"Grip training improves handgrip strength, cognition, and brain white matter in minor acute ischemic stroke patients",humans,Acute mild ischemic stroke patients;Control group (stroke),diffusion MRI;Magnetic Resonance Imaging,,,single study,,,,increase,Grip training group vs control group (acute mild ischemic stroke patients),yes,yes,no,
31705427,Predictors of Lesion Cavitation After Recent Small Subcortical Stroke,humans,Patients with recent small subcortical infarct (RSSI),FLAIR;T1-weighted MRI;DTI;Anatomical MRI;T2-weighted MRI;diffusion MRI;dynamic contrast-enhanced MRI,,,single study,FA;MD,,correlation;regression,decrease,Do early DTI and blood-brain barrier (BBB) abnormalities predict tissue cavitation (lesion destruction) 1 year after a recent small subcortical infarct (RSSI)?,yes,yes,no,Cerebral Small Vessel Disease
37808483,Di usion tensor free water MRI predicts progression of FLAIR white matter hyperintensities after ischemic stroke,humans,Ischemic stroke;Transient ischemic attack;Patients with white matter hyperintensities,diffusion MRI;Anatomical MRI,Global,,single study,FA;FW;MD,,logistic regression;AUC,decrease,Penumbra voxels progressing to WMH vs stable penumbra;Baseline DTI free water predicts progression of NAWM to WMH in ischemic stroke/TIA patients,yes,yes,no,Cerebral Small Vessel Disease
39170078,Longitudinal assessment of glymphatic changes following mild traumatic brain injury: Insights from perivascular space burden and DTI-ALPS imaging,humans,Orthopedic patients;mild traumatic brain injury;Healthy controls,Diffusion Tensor Imaging;Anatomical MRI,,,single study,,,correlation;prediction;regression,increase,"mTBI patients vs controls;Associations between glymphatic markers (ePVS, ALPS) and post-concussion symptoms;Acute (14Day) vs Chronic (6-12Mon) changes in mTBI",yes,yes,no,
