PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
32147939,Age-dependent amyloid deposition is associated with white matter alterations in cognitively normal adults during the adult life span,humans,cognitively normal adults,PET;diffusion MRI,Global,,single study,MD,,,increase,age-related increase in WMH and MD associated with amyloid PET status,yes,yes,no,
26650629,Correlating quantitative tractography at 3T MRI and cognitive tests in healthy older adults,humans,Healthy controls,diffusion MRI,Cingulum;Inferior Cerebellar Peduncle;Middle Cerebellar Peduncle;Thalamic Radiation;Corpus Callosum;Superior Cerebellar Peduncle;Corticospinal Tract,FSL,single study,FA;MD,,correlation,decrease,cognitive test scores vs white matter integrity,yes,yes,no,
28934374,The effect of white matter hyperintensities on statistical analysis of diffusion tensor imaging in cognitively healthy elderly and prodromal Alzheimers disease,humans,prodromal Alzheimer's disease;cognitively healthy elderly,diffusion MRI,Ventral Cingulum;Dorsal Cingulum;Superior Longitudinal Fasciculus;Corticospinal Tract,,single study,FA;MD,,Cohen's d,decrease,prodromal Alzheimer's disease vs cognitively healthy elderly,yes,yes,yes,Prodromal Alzheimers Disease
27662320,Quantitative Magnetic Resonance Abnormalities in Creutzfeldt-Jakob Disease and Fatal Insomnia,humans,Fatal Insomnia;Healthy controls;Creutzfeldt-Jakob disease,diffusion MRI;Anatomical MRI,,FMRIB Software Library;SPM12,single study,MD,,region-of-interest;voxel-wise,decrease;increase,CJD patients vs Healthy controls;FI patients vs Healthy controls,yes,yes,no,
34241815,Rates of cognitive impairment in a South African cohort of people with HIV: variation by definitional criteria and lack of association with neuroimaging biomarkers,humans,people with HIV,diffusion tensor imaging;structural MRI,,,single study,,,logistic regression,no mention,variation in cognitive impairment rates,yes,yes,no,
22701578,CSF T-TauAb 42 Predicts White Matter Microstructure in Healthy Adults at Risk for Alzheimers Disease,humans,healthy adults at risk for Alzheimers Disease,T1-weighted imaging;diffusion MRI,,,single study,mean diffusivity;axial diffusivity;radial diffusivity,,voxel-wise image analysis,,relationship between CSF biomarkers and structural brain alteration,yes,yes,no,Alzheimers Disease
28970540,Microstructural network alterations of olfactory dysfunction in newly diagnosed Parkinsons disease,humans,Healthy controls;Parkinson's disease,diffusion tensor imaging,,,single study,FA;MD,,network-based statistics;TBSS;graph-theoretic methods,decrease,PD patients with hyposmia vs controls;PD patients without hyposmia vs controls,yes,yes,no,Parkinson Disease
23062795,Correlation between cognitive function and the association fibers in patients with Alzheimers disease using diffusion tensor imaging,humans,Healthy controls;Alzheimer's disease,diffusion MRI;conventional MRI,Inferior Longitudinal Fasciculus;Superior Longitudinal Fasciculus,,single study,FA,,correlation,decrease,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
38635499,Impact of APOE-ε alleles on brain structure and cognitive function in healthy older adults: A VBM and DTI replication study,humans,Healthy controls,Structural MRI;diffusion MRI;DTI,,,single study,,,MANCOVA;correlation,no mention,APOE-ε allele groups comparison in healthy older adults,yes,yes,no,
32521475,NeuroImage: Clinical,humans,normal control;mild cognitive impairment;cerebral amyloid angiopathy;Alzheimer's disease,diffusion tensor imaging;magnetic resonance,,,single study,MD,,multivariable analyses,increase,"cerebral amyloid angiopathy patients vs normal controls, mild cognitive impairment, and Alzheimer's disease",yes,yes,no,Cerebral Amyloid Angiopathy
34784526,Postural and gait symptoms in de novo Parkinsons disease patients correlate with cholinergic white matter pathology,humans,Healthy controls;Parkinson's disease,diffusion weighted MRI;diffusion MRI,NBM-WM,,single study,FA;MD,,voxel-based analysis,decrease,PIGD-PD vs TD-PD,yes,yes,no,
22416261,The value of diffusion tensor imaging in the differential diagnosis of subcortical ischemic vascular dementia and Alzheimers disease in patients with only mild white matter alterations on T2-weighted images,humans,normal controls;subcortical ischemic vascular dementia;Alzheimer's disease,diffusion MRI;MRI,Genu Of Corpus Callosum;Inferior Frontotemporal Fasciculus;Splenium Of Corpus Callosum;Superior Longitudinal Fasciculus,,single study,FA;ADC,,,decrease,subcortical ischemic vascular dementia vs Alzheimer's disease,yes,yes,yes,Dementia;Alzheimers Disease
32035186,Cholinergic white matter pathways make a stronger contribution to attention and memory in normal aging than cerebrovascular health and nucleus basalis of Meynert,humans,cognitively normal individuals,diffusion MRI,Cingulum;Corticopontine Tract;Uncinate Fasciculus;Corpus Callosum;Cingulum Bundle,,single study,,,,decrease,cognitively normal individuals' attention and memory,yes,yes,no,
24895252,MRI Measures of Corpus Callosum Iron and Myelin in Early Huntingtons Disease,humans,premanifest gene carriers;early HD patients;healthy controls,diffusion MRI;Anatomical MRI,Corpus Callosum,,single study,,,,decrease,premanifest gene carriers vs early HD patients vs healthy controls,yes,yes,no,Huntingtons disease
37582732,Plasma neurofilament light admission levels and development of axonal pathology in mild traumatic brain injury,humans,mild traumatic brain injury,diffusion MRI,,,single study,FA;MD;AD;RD,,correlation,no mention,mTBI patients with CT-positive vs CT-negative;incomplete recovery vs complete recovery,yes,yes,no,
16394146,Age-Related Changes in Prefrontal White Matter Measured by Diffusion Tensor Imaging,humans,young adults;older adults,diffusion MRI,,,single study,FA,,,decrease,older adults vs young adults,yes,yes,no,
26815786,Alterations in white matter volume and integrity in obesity and type 2 diabetes,humans,normoglycemic obese subjects;obese T2DM patients;normoglycemic lean subjects,diffusion MRI,Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Forceps Major;External Capsule;Corticospinal Tract,,single study,AD,,,decrease,normoglycemic obese vs lean subjects;obese T2DM patients vs lean subjects,yes,yes,no,
21767653,Genotype specific age related changes in a transgenic rat model of Huntingtons disease,rats,,PET;DTI,,,single study,radial;axial;mean,,,,,no,no,no,
27001211,Anterior Cingulum White Matter Is Altered in Tobacco Smokers,humans,tobacco smokers;healthy non-smoker controls,diffusion MRI,Cingulum,,single study,FA,,,decrease,tobacco smokers vs healthy controls,yes,yes,no,
30531675,Use of Multimodal Magnetic Resonance Imaging Techniques to Explore Cognitive Impairment in Leukoaraiosis,humans,,magnetic resonance spectroscopy;dynamic contrast-enhanced MRI;resting-state functional MRI;diffusion tensor imaging;structural MRI,,,single study,,,,,,yes,yes,no,
28657159,Mapping the Order and Pattern of Brain Structural MRI Changes Using Change-Point Analysis in Premanifest Huntingtons Disease,humans,premanifest Huntington's disease,diffusion MRI;Anatomical MRI,,,single study,,,multivariate linear regression,,brain structural changes in premanifest Huntington's disease,yes,yes,no,Huntington's Disease
26881100,Multilevel Deficiency of White Matter Connectivity Networks in Alzheimers Disease: A Diffusion MRI Study with DTI and HARDI Models,humans,normal controls;Alzheimer's disease,diffusion weighted MRI,,,single study,,,,decrease,AD patients vs normal controls,yes,yes,yes,Alzheimers Disease
31549530,International Journal of Neuroscience,humans,mild cognitive impairment;Alzheimer's disease,diffusion MRI,Cingulum;Fornix;Uncinate Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum;Inferior Longitudinal Fasciculus,,review,FA,,,decrease,white matter damage in Alzheimer's disease,yes,yes,yes,Alzheimers Disease
34509999,Prediction of dementia using diffusion tensor MRI measures: the OPTIMAL collaboration,,,,,,single study,,,,,,no,no,no,
38442778,Altered structural and functional connectivity in Posterior Cortical Atrophy and Dementia with Lewy bodies,,,,,,single study,,,,,,no,no,no,
34958911,Alterations in white matter fiber in Parkinson disease across different cognitive stages,humans,Parkinson's disease,diffusion MRI,Cingulum Bundle;Corticospinal Tract;Corpus Callosum,,single study,FA;MD,,,decrease,different cognitive stages of Parkinson's disease,yes,yes,no,Parkinson Disease
20083207,Dementia Induces Correlated Reductions in White Matter Integrity and Cortical Thickness: A Multivariate Neuroimaging Study with Sparse Canonical Correlation Analysis,humans,Frontotemporal dementia;Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Global,,single study,FA,,correlation,decrease,Alzheimer's disease vs Frontotemporal dementia,yes,yes,yes,Frontotemporal Dementia;Alzheimers Disease
38461504,White Matter Microstructure Analysis in Subjective Memory Complaints and Cognitive Impairment: Insights from Diffusion Kurtosis Imaging and Free-Water DTI,humans,subjective memory complaints;cognitively impaired;Healthy controls,diffusion kurtosis imaging;diffusion weighted MRI,,,single study,mean kurtosis;anisotropy,,,no mention,cognitively impaired vs healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
37028608,Magnetic Resonance Imaging,mice,,MRI,,,single study,FA,,,,,no,no,no,
15028645,Differential Vulnerability of Anterior White Matter in Nondemented Aging with Minimal Acceleration in Dementia of the Alzheimer Type: Evidence from Diffusion Tensor Imaging,humans,young adults;older adults with dementia of the Alzheimer type;nondemented older adults,diffusion MRI;DTI,Corpus Callosum;Anterior Corpus Callosum;occipital white matter;parietal white matter;temporal white matter;frontal white matter,,single study,FA;diffusivity;anisotropy,,,decrease,nondemented older adults vs older adults with dementia of the Alzheimer type,yes,yes,yes,Alzheimers Disease
35147158,Longitudinal multimodal MRI characterization of a knock-in mouse model of Huntingtons disease reveals early gray and white matter alterations,mice,,diffusion tensor imaging;magnetization transfer imaging;structural MRI,Anterior Corpus Callosum,,single study,,,,,,yes,no,no,
39185685,A glympse into neurodegeneration: Diffusion MRI and cerebrospinal fluid aquaporin-4 for the assessment of glymphatic system in Alzheimers disease and other dementias,humans,mild cognitive impairment;cognitively unimpaired elderly;neurodegenerative diseases;Alzheimer's disease,diffusion MRI;MRI,,,single study,MK;FW-WM;DTI-ALPS,,,,AD patients vs MCI vs CU elderly;Alzheimer's disease patients vs other neurodegenerative diseases,yes,yes,yes,Alzheimers Disease
38427191,Diffusion Tensor Imaging in Alzheimers Studies,humans,familial AD mutation carriers;amnestic mild cognitive impairment;Alzheimer's disease,diffusion weighted MRI,,,review,,,,,Alzheimer's disease patients vs at-risk populations,no,yes,yes,Alzheimers Disease
22538073,"The Contributions of MRI-Based Measures of Gray Matter, White Matter Hyperintensity, and White Matter Integrity to Late-Life Cognition",humans,Cognitively normal;Mild cognitive impairment;Dementia,diffusion MRI;Anatomical MRI,Uncinate Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum,,single study,FA,MDT,multivariate,no mention,dementia vs MCI vs cognitively normal,yes,yes,yes,Mild Cognitive Impairment;Dementia
27487766,Astroglial NF-kB contributes to white matter damage and cognitive impairment in a mouse model of vascular dementia,mice,,diffusion tensor imaging,,,single study,,,,,,no,no,no,
37940789,Lateralized brunt of sleep deprivation on white matter injury in a rat model of Alzheimers disease,rats,,diffusion MRI,,,single study,,,,,,no,no,no,
34902714,White matter microstructure associations to amyloid burden in adults with Down syndrome,,,,,,,,,,,,no,no,no,
26792028,White matter hyperintensity microstructure in amyloid dysmetabolism,humans,mild cognitive impairment;subjective cognitive decline,diffusion MRI,,,single study,FA;DA;MD;DR,,,decrease,mild cognitive impairment vs subjective cognitive decline,yes,yes,no,Alzheimers Disease
10582990,Clinical Severity in CADASIL Related to Ultrastructural Damage in White Matter In Vivo Study With Diffusion Tensor MRI,humans,age-matched controls;CADASIL,diffusion MRI,,,single study,FA;MD,,ANOVA,increase,CADASIL patients vs controls,yes,yes,yes,Cerebral Small Vessel Disease
33998562,White matter connectivity for early prediction of Alzheimers disease,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,(Anterior) Cingulum Bundle,,single study,,,,,MCI-AD vs MCI-control,yes,yes,yes,Alzheimers Disease
28596117,DISRUPTED WHITE MATTER STRUCTURAL NETWORKS IN HEALTHY OLDER ADULT APOE e4 CARRIERS -AN INTERNATIONAL MULTICENTER DTI STUDY,humans,Healthy elderly individuals,diffusion MRI,Cingulum;Corona Radiata;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum;External Capsule;Internal Capsule;Inferior Longitudinal Fasciculus,Tract-Based Spatial Statistics,single study,FA;radD;MD;axD,,,decrease,APOE e4 carriers vs APOE e4 non-carriers,yes,yes,yes,Alzheimers Disease
26801955,The Superficial White Matter in Alzheimers Disease,humans,Healthy controls;Alzheimer's disease,,,,single study,RD;AD,,correlation,increase,Alzheimer's patients vs controls,no,yes,yes,Alzheimers Disease
29992469,White matter correlates of temporal discounting in older adults,humans,older adults,diffusion MRI,,,single study,FA;trace,,regression,decrease,temporal discounting and white matter integrity,yes,yes,no,
